nome,genero,blood_status,profissao,casa,patrono,elemento_preferido,animal_preferido,cor,coragem,ambicao,inteligencia,lealdade,determinacao,justica,criatividade,coragem_moral,cautela,lealdade_a_amigos,competitividade,individualismo,cooperacao,fama_reconhecimento,pertencimento_comunidade,pensamento_analitico,intuicao,estrategia,impulsividade,autocontrole,empatia,etica,pragmatismo,lideranca,leitura_de_pessoas,persistencia,humildade,orgulho,busca_por_proposito_pessoal,identidade_forte
Ms Michelle Bird,Não-Binário,Nascido-Trouxa,Curandeiro(a),Hufflepuff,Águia,Fogo,Pomo,Preto,4,2,2,9,1,9,6,6,9,8,1,2,7,5,7,1,9,7,9,9,8,8,3,6,6,8,6,6,4,3
Russell Davies,Masculino,Puro-Sangue,Membro da Suprema Corte,Gryffindor,Texugo,Fogo,Furão,Dourado,8,3,5,9,9,1,2,8,3,10,5,9,5,6,3,10,2,2,10,6,9,3,2,5,6,10,6,2,4,6
Irene Curtis,Masculino,Nascido-Trouxa,Medibruxo(a),Gryffindor,Cavalo,Fogo,Pomo,Vermelho,10,4,6,3,6,3,4,9,4,8,8,4,3,9,9,1,7,2,6,2,10,6,4,9,4,3,1,2,1,8
Ricky Yates,Masculino,Puro-Sangue,Pocionista,Hufflepuff,Raposa,Terra,Hipogrifo,Amarelo,2,4,2,10,4,10,3,2,1,9,3,5,9,1,8,8,4,5,3,3,9,10,1,5,4,9,10,5,9,10
Mrs Beth Carter,Masculino,Puro-Sangue,Pesquisador(a),Gryffindor,Cisne,Fogo,Amasso (Kneazle),Vermelho,8,6,8,7,9,8,3,9,3,8,5,3,9,9,1,6,3,3,8,1,7,3,5,5,1,10,9,1,8,1
Stephen Saunders,Não-Binário,Nascido-Trouxa,Pesquisador(a),Hufflepuff,Texugo,Terra,Testrálio,Preto,4,1,8,8,2,7,9,3,9,8,5,5,7,10,8,4,6,7,10,7,9,8,4,5,7,6,10,2,2,10
Karen Gregory-Allen,Masculino,Mestiço,Jornalista,Gryffindor,Cisne,Fogo,Mini-pufe,Vermelho,7,6,6,6,8,6,2,7,2,10,5,7,6,10,4,2,2,5,8,2,7,8,2,6,10,10,9,1,6,2
Alan Thomas,Feminino,Nascido-Trouxa,Medibruxo(a),Hufflepuff,Lobo,Terra,Dragão (miniatura),Amarelo,7,5,9,8,1,10,6,5,7,9,1,2,9,7,9,6,8,3,2,5,10,8,5,4,10,6,9,4,4,4
Rachel Wright,Feminino,Puro-Sangue,Professor(a),Ravenclaw,Cervo,Ar,Fênix,Azul,3,7,10,6,9,7,8,3,6,4,3,8,7,8,2,10,6,9,4,9,2,6,7,4,7,2,10,5,9,7
Dr Bradley Bennett,Não-Binário,Nascido-Trouxa,Desempregado(a),Slytherin,Lontra,Água,Amasso (Kneazle),Verde,1,8,10,4,7,2,4,6,4,4,10,7,2,2,9,6,4,10,1,8,3,2,7,6,2,3,2,10,4,6
Andrea Marsh,Não-Binário,Nascido-Trouxa,Estudante,Slytherin,Urso,Água,Amasso (Kneazle),Prata,3,10,10,4,10,5,4,3,9,6,8,9,5,5,7,9,1,9,4,8,4,4,8,6,9,5,2,10,2,3
Phillip Hamilton,Não-Binário,Mestiço,Auror,Hufflepuff,Lebre,Terra,Aranha,Amarelo,2,5,3,9,10,8,5,10,8,10,5,3,7,7,9,1,4,6,3,4,10,8,3,6,10,9,10,3,1,2
Mrs Janet Thomas,Masculino,Puro-Sangue,Auror,Hufflepuff,Lontra,Fogo,Pomo,Preto,5,5,4,10,2,7,7,8,10,8,3,3,9,10,8,1,10,3,7,7,8,10,5,5,6,9,10,4,10,2
Mary Vincent,Não-Binário,Mestiço,Tratador(a) de Criaturas Mágicas,Ravenclaw,Cão,Ar,Mini-pufe,Azul,3,1,9,3,4,6,10,7,7,10,10,7,7,1,3,8,8,6,2,4,4,9,8,3,5,3,6,4,7,4
Jayne Thomas,Masculino,Mestiço,Herbologista,Hufflepuff,Fênix,Terra,Testrálio,Amarelo,9,1,1,8,5,7,7,10,7,9,5,4,7,6,8,8,5,6,6,9,9,8,5,3,1,6,8,6,9,7
Phillip Gibbons,Masculino,Mestiço,Membro da Suprema Corte,Ravenclaw,Cisne,Ar,Sapo,Azul,6,10,8,8,5,6,8,10,6,3,1,8,7,1,6,8,7,6,2,8,6,6,6,10,6,8,10,5,7,5
Joseph O'Neill,Masculino,Mestiço,Auror,Slytherin,Lobo,Água,Coruja,Verde,6,8,7,6,9,4,2,4,1,8,8,7,3,9,4,7,6,9,9,10,3,3,8,7,1,1,1,10,6,1
Dr Ben Williams,Masculino,Nascido-Trouxa,Pocionista,Slytherin,Indeterminado,Terra,Furão,Verde,3,10,3,3,10,5,10,3,9,6,10,10,4,3,7,9,6,10,3,7,2,10,8,6,9,10,3,8,3,8
Dr Kelly Cameron,Não-Binário,Nascido-Trouxa,Desempregado(a),Gryffindor,Serpente,Fogo,Fênix,Vermelho,10,5,6,5,5,10,2,7,4,7,4,9,3,1,5,7,2,2,7,4,9,4,2,7,4,8,7,3,3,4
Louis Cooke-Fisher,Não-Binário,Mestiço,Pesquisador(a),Slytherin,Lobo,Terra,Pomo,Verde,8,8,4,4,10,3,9,5,5,8,8,7,4,10,5,10,6,10,6,9,2,2,9,9,10,6,2,7,7,8
Howard Cook-Rose,Masculino,Mestiço,Inominável,Slytherin,Cão,Água,Cachorro,Prata,10,10,10,6,7,4,9,1,5,3,8,8,5,6,2,8,4,7,9,6,2,1,6,6,5,6,3,8,7,10
Diane Pugh,Feminino,Mestiço,Medibruxo(a),Hufflepuff,Indeterminado,Fogo,Amasso (Kneazle),Amarelo,6,5,2,9,6,9,9,7,3,9,4,5,7,2,9,9,8,7,4,7,8,8,1,3,4,6,9,5,8,5
Dr Ashleigh Bell,Não-Binário,Nascido-Trouxa,Membro da Suprema Corte,Ravenclaw,Salmão,Ar,Serpente,Azul,4,7,9,2,1,7,10,5,5,2,7,6,5,2,6,8,9,8,1,1,1,6,5,9,7,5,8,7,7,6
Callum Noble,Feminino,Mestiço,Herbologista,Hufflepuff,Gato,Terra,Hipogrifo,Amarelo,8,1,9,8,2,10,2,8,10,9,4,5,9,7,10,5,8,5,3,7,9,8,4,7,2,6,7,5,8,5
Mrs Sylvia Scott,Masculino,Mestiço,Jornalista,Ravenclaw,Gato,Ar,Hipogrifo,Azul,3,2,9,1,2,6,7,6,6,6,1,7,7,8,2,9,9,7,2,1,5,1,7,9,8,1,2,2,10,4
Tom Williams,Feminino,Mestiço,Inominável,Hufflepuff,Serpente,Terra,Rato,Preto,2,5,2,9,3,10,4,3,5,8,2,3,10,5,10,10,4,7,3,2,8,7,2,6,2,9,6,4,5,9
Gregory Frost-Payne,Não-Binário,Mestiço,Inominável,Gryffindor,Fênix,Ar,Hipogrifo,Vermelho,10,7,7,7,6,5,3,10,3,6,6,4,2,10,2,3,8,3,7,8,3,10,1,9,10,3,5,8,10,6
Graham King,Feminino,Nascido-Trouxa,Jornalista,Slytherin,Cisne,Água,Mini-pufe,Prata,1,8,7,3,7,3,8,6,6,9,9,10,2,10,5,10,4,7,10,8,2,9,7,7,3,6,1,9,9,7
Geraldine Allen,Masculino,Puro-Sangue,Lojista,Hufflepuff,Águia,Terra,Mini-pufe,Amarelo,10,4,2,9,9,9,6,2,8,9,1,6,10,10,10,8,4,5,6,9,9,9,2,7,7,6,9,5,8,8
Dr Sara Shepherd,Não-Binário,Mestiço,Medibruxo(a),Gryffindor,Gato,Fogo,Pomo,Vermelho,7,5,5,10,5,6,2,7,3,9,7,3,7,5,4,9,8,4,9,9,1,9,3,7,7,1,8,1,8,5
Lorraine Watts,Feminino,Mestiço,Membro da Suprema Corte,Slytherin,Urso,Água,Hipogrifo,Verde,5,9,10,7,10,5,9,10,3,9,10,10,5,1,2,10,8,9,10,10,2,5,9,6,9,4,1,10,3,6
Dr June Richards,Não-Binário,Mestiço,Curandeiro(a),Slytherin,Lobo,Água,Coruja,Verde,5,9,6,6,8,4,3,8,4,9,8,10,4,7,3,5,5,7,1,6,3,1,9,10,2,6,1,10,4,1
Susan Bolton,Masculino,Mestiço,Auror,Hufflepuff,Serpente,Terra,Coruja,Preto,8,5,4,10,5,7,10,8,4,9,2,5,9,2,9,1,1,4,1,4,8,8,3,4,8,9,9,5,4,7
Stanley Bradshaw,Feminino,Mestiço,Curandeiro(a),Slytherin,Cão,Água,Testrálio,Prata,5,9,8,7,9,5,8,10,9,10,8,10,2,5,9,5,3,7,3,7,3,7,6,7,7,10,2,10,5,3
Rachel Wilkinson,Feminino,Puro-Sangue,Medibruxo(a),Ravenclaw,Cão,Ar,Serpente,Azul,3,2,8,1,9,6,10,6,9,6,4,7,5,1,4,9,7,8,2,6,5,1,1,5,7,3,10,8,9,8
Cameron Holmes-Johnson,Masculino,Mestiço,Medibruxo(a),Ravenclaw,Lontra,Ar,Aranha,Bronze,5,8,9,5,4,7,10,10,8,5,4,7,4,7,2,9,6,8,2,6,7,2,8,9,8,3,10,1,8,5
Dr Rhys Ward,Masculino,Nascido-Trouxa,Membro da Suprema Corte,Slytherin,Lontra,Água,Gato,Verde,7,9,2,7,10,3,3,4,9,5,10,7,6,2,8,1,9,7,6,6,4,10,7,9,9,5,2,10,10,10
Mr Norman Walters,Não-Binário,Puro-Sangue,Inominável,Ravenclaw,Lobo,Água,Serpente,Bronze,5,6,10,5,2,7,9,9,6,1,1,8,7,1,5,9,8,6,4,10,10,5,7,6,8,8,9,6,9,5
Ben Saunders,Feminino,Puro-Sangue,Funcionário(a) do Ministério,Hufflepuff,Salmão,Fogo,Fênix,Preto,1,4,7,9,3,10,5,5,6,9,5,5,10,4,7,9,2,4,10,2,8,9,9,5,7,8,10,2,7,9
Mr John Jones,Feminino,Mestiço,Lojista,Slytherin,Urso,Terra,Fênix,Verde,7,10,8,3,7,4,8,5,10,7,10,7,5,10,2,7,6,10,2,7,3,10,10,6,6,5,1,8,5,6
Hayley Fuller,Não-Binário,Nascido-Trouxa,Herbologista,Ravenclaw,Raposa,Ar,Pomo,Azul,3,4,8,5,6,5,8,8,9,5,2,7,5,9,6,8,7,6,1,7,1,7,4,8,6,8,6,7,8,1
Tracey Atkinson,Feminino,Mestiço,Inominável,Ravenclaw,Lontra,Ar,Amasso (Kneazle),Azul,7,7,8,1,10,6,8,8,7,5,1,9,3,7,5,8,7,8,3,6,5,3,5,8,6,4,10,10,8,7
Dr Trevor Jones,Não-Binário,Puro-Sangue,Jornalista,Gryffindor,Cervo,Fogo,Aranha,Vermelho,8,7,7,2,6,7,9,9,3,8,5,9,1,9,2,7,9,6,7,9,2,1,2,9,3,10,7,8,6,4
Sally Watson-Jones,Masculino,Mestiço,Jornalista,Slytherin,Raposa,Água,Dragão (miniatura),Verde,8,10,1,4,10,5,8,2,9,4,9,10,6,1,1,3,2,9,2,7,3,1,7,8,6,4,1,7,8,2
Ann Armstrong,Não-Binário,Mestiço,Lojista,Ravenclaw,Indeterminado,Ar,Gato,Azul,3,2,8,7,1,6,9,4,5,5,5,9,4,10,2,10,10,5,2,10,8,7,5,3,6,4,9,9,10,9
Reece Wood,Não-Binário,Nascido-Trouxa,Auror,Ravenclaw,Águia,Ar,Furão,Azul,7,9,10,5,5,6,9,1,8,6,2,7,3,8,6,8,10,5,3,8,10,8,2,5,5,4,10,7,9,9
Kieran Patel,Feminino,Puro-Sangue,Pocionista,Gryffindor,Fênix,Fogo,Hipogrifo,Vermelho,7,7,5,10,9,2,10,7,3,6,4,5,2,2,9,4,1,2,7,1,6,3,2,7,1,6,9,1,6,3
Stephanie Jones,Não-Binário,Mestiço,Jogador(a) de Quadribol,Gryffindor,Fênix,Fogo,Sapo,Vermelho,9,6,7,3,9,3,7,7,1,8,6,8,2,7,2,10,4,4,8,3,7,6,5,9,8,6,8,8,4,5
Benjamin Parker,Masculino,Nascido-Trouxa,Auror,Ravenclaw,Urso,Ar,Furão,Bronze,6,7,8,6,4,7,10,5,8,4,7,8,7,6,4,10,6,8,5,5,3,10,3,1,6,5,8,10,7,1
Kelly Jenkins,Masculino,Mestiço,Jogador(a) de Quadribol,Gryffindor,Urso,Fogo,Testrálio,Dourado,10,7,7,4,5,6,8,10,2,10,4,6,2,2,10,7,3,3,7,2,8,8,4,8,10,8,8,1,8,3
Dr Elliot Hall,Feminino,Puro-Sangue,Herbologista,Ravenclaw,Raposa,Ar,Aranha,Azul,6,10,9,1,7,4,10,7,9,2,9,6,7,10,6,9,8,6,3,2,4,1,5,8,9,2,8,7,7,8
Miss Sara Martin,Não-Binário,Mestiço,Curandeiro(a),Hufflepuff,Serpente,Terra,Sapo,Preto,2,4,3,9,1,8,2,7,8,10,2,5,9,1,9,5,5,3,5,10,10,9,7,3,10,10,6,5,6,9
Dr Peter Baker,Não-Binário,Mestiço,Medibruxo(a),Slytherin,Águia,Terra,Sapo,Verde,6,8,6,3,10,4,6,8,9,1,9,7,2,10,6,4,1,9,3,10,2,5,7,8,9,8,2,10,1,3
Jason Coates,Feminino,Nascido-Trouxa,Membro da Suprema Corte,Slytherin,Lobo,Água,Coruja,Verde,8,8,10,6,10,5,2,3,10,4,10,9,5,7,5,9,10,9,7,7,1,9,10,6,8,1,2,7,9,9
Marcus Marshall,Feminino,Mestiço,Pesquisador(a),Gryffindor,Cão,Fogo,Pomo,Vermelho,7,5,6,6,9,5,6,10,1,7,6,1,5,7,4,10,1,4,7,6,4,2,2,7,6,1,4,1,10,7
Robert Thompson,Masculino,Puro-Sangue,Lojista,Gryffindor,Cavalo,Fogo,Mini-pufe,Dourado,7,3,4,7,7,7,2,7,2,7,8,7,10,3,8,1,7,3,6,5,8,2,4,5,9,1,6,5,5,5
Geoffrey Ball,Não-Binário,Mestiço,Auror,Hufflepuff,Serpente,Terra,Amasso (Kneazle),Amarelo,2,4,5,8,9,7,7,10,7,9,4,5,8,4,9,4,5,3,10,7,9,7,2,4,6,8,7,3,1,8
Ms Jessica Quinn,Feminino,Mestiço,Auror,Slytherin,Cisne,Terra,Cachorro,Verde,2,10,8,5,8,4,1,3,10,6,9,8,4,8,5,3,2,9,7,8,4,1,8,8,7,1,1,7,7,3
Conor Price,Não-Binário,Puro-Sangue,Tratador(a) de Criaturas Mágicas,Gryffindor,Salmão,Fogo,Fênix,Vermelho,10,7,8,7,7,1,4,7,2,7,5,5,2,5,6,9,5,6,7,2,2,6,3,8,3,10,9,10,9,10
Kathryn Humphries,Não-Binário,Nascido-Trouxa,Membro da Suprema Corte,Hufflepuff,Serpente,Terra,Amasso (Kneazle),Amarelo,10,2,4,9,1,7,4,9,4,9,3,2,8,2,8,6,4,3,5,2,8,8,6,3,4,6,7,4,6,10
Arthur Riley,Feminino,Mestiço,Estudante,Ravenclaw,Doninha,Ar,Cachorro,Azul,7,2,9,8,6,5,10,2,8,8,9,6,4,2,3,10,9,6,1,4,2,1,1,7,6,2,7,5,7,2
Clifford Williams,Feminino,Puro-Sangue,Funcionário(a) do Ministério,Slytherin,Cão,Água,Gato,Prata,10,9,7,4,7,2,3,4,2,7,9,10,6,6,6,5,6,10,2,9,1,1,6,9,10,1,3,10,1,1
Naomi Johnson,Feminino,Mestiço,Desempregado(a),Ravenclaw,Raposa,Ar,Aranha,Bronze,5,9,8,6,9,4,9,2,8,4,4,7,4,10,2,8,10,7,1,7,3,6,10,8,6,6,7,3,9,7
Paige Long,Não-Binário,Nascido-Trouxa,Jornalista,Gryffindor,Lebre,Fogo,Cachorro,Dourado,10,5,6,5,9,2,6,8,3,7,5,7,9,7,9,8,3,5,6,1,6,8,5,6,3,4,6,5,7,9
Fiona Brooks-Smith,Feminino,Puro-Sangue,Inominável,Ravenclaw,Lebre,Ar,Sapo,Azul,7,6,9,2,1,8,8,6,5,6,7,7,6,2,5,9,10,5,5,8,6,7,10,6,5,9,8,8,9,1
Darren O'Neill,Masculino,Nascido-Trouxa,Pesquisador(a),Slytherin,Raposa,Água,Hipogrifo,Verde,2,8,10,3,9,5,2,3,2,2,10,8,4,3,7,8,3,8,4,7,2,9,8,9,9,2,2,9,5,8
Geraldine Johnson,Masculino,Puro-Sangue,Desempregado(a),Ravenclaw,Doninha,Água,Testrálio,Bronze,6,4,9,10,10,8,9,4,5,10,1,6,7,8,6,8,6,5,5,6,3,2,10,2,9,8,4,7,8,10
Ms Sara Davies,Masculino,Puro-Sangue,Auror,Slytherin,Serpente,Água,Rato,Verde,1,8,10,7,7,3,6,1,8,3,10,9,5,1,4,10,9,10,3,7,4,3,10,9,9,2,2,7,1,9
Mrs Jasmine Thompson,Feminino,Mestiço,Professor(a),Hufflepuff,Lobo,Terra,Serpente,Amarelo,4,4,5,8,8,8,5,3,10,10,1,4,8,8,9,10,3,7,8,6,9,10,1,6,1,6,7,5,8,2
Mrs Susan Sullivan,Masculino,Puro-Sangue,Pesquisador(a),Ravenclaw,Serpente,Ar,Amasso (Kneazle),Azul,6,2,8,4,1,9,9,3,5,3,10,6,7,2,3,10,10,5,2,4,4,4,5,5,9,9,6,8,8,4
Danny Khan,Masculino,Nascido-Trouxa,Tratador(a) de Criaturas Mágicas,Hufflepuff,Lebre,Fogo,Amasso (Kneazle),Preto,7,2,3,9,8,9,3,3,3,10,3,2,7,7,10,7,7,7,9,9,8,7,7,6,3,8,6,6,5,8
Mr Robert Hughes,Não-Binário,Nascido-Trouxa,Fabricante de Varinhas,Ravenclaw,Cão,Ar,Testrálio,Azul,7,1,9,9,2,7,9,6,5,4,6,7,5,4,4,9,9,7,1,10,8,1,3,10,7,9,2,9,7,10
Brandon Murray,Não-Binário,Mestiço,Jornalista,Slytherin,Lobo,Água,Coruja,Verde,3,9,3,6,10,3,1,8,5,2,10,10,3,4,8,1,9,7,9,8,1,3,6,6,3,9,3,10,10,10
Dylan Brown,Feminino,Mestiço,Desempregado(a),Ravenclaw,Urso,Água,Mini-pufe,Azul,5,1,8,9,3,8,9,8,7,9,5,9,4,8,2,8,7,7,1,2,1,6,9,3,7,2,7,3,7,9
Jill Stone-Warner,Não-Binário,Nascido-Trouxa,Inominável,Slytherin,Doninha,Água,Rato,Prata,3,8,7,3,8,5,6,5,6,2,10,10,2,1,7,9,6,8,7,9,4,6,10,9,9,1,1,10,10,10
Pauline Greenwood,Feminino,Puro-Sangue,Membro da Suprema Corte,Slytherin,Salmão,Água,Rato,Verde,5,9,8,5,7,4,6,2,6,8,8,8,5,2,5,7,10,7,6,6,2,3,7,6,4,5,1,7,10,4
Derek Boyle-Jones,Feminino,Nascido-Trouxa,Desempregado(a),Slytherin,Cão,Terra,Gato,Prata,10,8,5,5,7,4,10,1,10,6,10,9,4,10,3,9,4,7,4,7,3,4,7,8,9,8,2,10,2,1
Molly Goodwin,Feminino,Mestiço,Desempregado(a),Gryffindor,Lobo,Ar,Dragão (miniatura),Vermelho,10,4,5,1,7,1,9,7,4,7,5,3,5,8,3,6,9,2,8,1,3,6,3,6,10,8,3,10,7,6
Dr Russell Lawrence,Não-Binário,Nascido-Trouxa,Lojista,Gryffindor,Lebre,Fogo,Cachorro,Vermelho,7,3,4,4,6,4,10,10,1,8,7,2,6,1,2,5,6,3,6,8,4,4,5,9,7,1,1,10,3,1
Ms Janice Collins,Não-Binário,Mestiço,Membro da Suprema Corte,Slytherin,Gato,Água,Rato,Verde,2,9,4,4,9,5,8,3,7,1,8,8,2,1,3,8,3,10,6,7,4,3,7,6,5,5,3,10,5,2
Charlotte Townsend,Feminino,Mestiço,Fabricante de Varinhas,Gryffindor,Doninha,Fogo,Gato,Vermelho,7,4,5,9,5,3,6,7,4,6,8,8,8,1,7,9,8,6,9,8,2,7,2,6,1,9,3,8,2,8
Stewart Morris,Feminino,Nascido-Trouxa,Professor(a),Ravenclaw,Cisne,Ar,Furão,Azul,6,10,9,9,2,4,10,3,5,7,3,9,7,8,3,9,9,6,4,3,5,10,3,5,8,3,7,4,8,1
Steven Thomas,Masculino,Mestiço,Fabricante de Varinhas,Hufflepuff,Lobo,Terra,Mini-pufe,Amarelo,4,5,8,10,8,10,7,4,4,9,5,6,7,6,10,4,6,7,5,7,8,7,2,6,2,7,8,4,3,6
Dr Jacqueline Johnson,Masculino,Nascido-Trouxa,Medibruxo(a),Hufflepuff,Cavalo,Terra,Fênix,Preto,7,4,2,10,7,7,6,6,8,8,5,5,9,10,7,9,5,3,2,10,8,8,5,5,7,9,7,3,3,8
Kim Shaw,Masculino,Mestiço,Fabricante de Varinhas,Gryffindor,Cão,Fogo,Gato,Vermelho,7,5,5,10,9,4,6,9,4,7,7,5,6,4,7,2,8,5,6,5,1,4,3,8,9,3,1,1,6,7
Francis Short,Masculino,Mestiço,Auror,Hufflepuff,Doninha,Terra,Amasso (Kneazle),Amarelo,6,3,4,9,1,9,3,7,2,10,3,2,10,6,9,1,1,4,5,7,9,9,9,5,7,10,9,6,2,2
Rebecca Wilson,Não-Binário,Nascido-Trouxa,Lojista,Slytherin,Cervo,Água,Sapo,Verde,1,9,9,5,9,5,6,9,1,7,10,9,5,7,4,10,2,8,8,10,1,9,10,8,7,9,3,9,10,6
Sophie White,Masculino,Mestiço,Professor(a),Gryffindor,Texugo,Fogo,Pomo,Vermelho,9,5,6,3,6,5,4,8,1,9,5,7,1,6,10,6,1,5,6,8,10,6,1,5,1,6,4,6,8,7
Kayleigh Carter,Feminino,Puro-Sangue,Auror,Slytherin,Doninha,Água,Hipogrifo,Verde,8,9,8,7,7,2,5,4,2,3,8,8,3,2,10,1,5,8,4,10,1,3,9,9,10,9,2,8,6,2
Angela Wright,Feminino,Mestiço,Jornalista,Slytherin,Lobo,Água,Aranha,Prata,4,8,2,7,9,5,8,7,5,2,10,9,2,4,1,2,6,7,7,6,4,6,8,8,5,9,1,10,9,1
Emily Walton,Feminino,Nascido-Trouxa,Pocionista,Gryffindor,Gato,Fogo,Amasso (Kneazle),Vermelho,7,6,7,8,6,4,3,10,1,10,8,5,5,1,9,10,7,3,7,9,7,9,1,7,9,9,4,3,1,5
Clifford Jones-McCarthy,Feminino,Mestiço,Jornalista,Gryffindor,Doninha,Fogo,Aranha,Vermelho,9,7,6,9,8,6,2,10,2,10,6,9,5,2,10,1,6,6,8,2,8,2,4,9,1,2,8,1,7,8
Leon Cross-Donnelly,Não-Binário,Puro-Sangue,Desempregado(a),Hufflepuff,Cisne,Fogo,Pomo,Amarelo,7,1,8,9,9,7,8,6,8,8,5,4,9,1,7,7,1,3,8,8,8,9,1,4,1,7,10,3,2,6
Russell Barnes-Woods,Masculino,Puro-Sangue,Desempregado(a),Hufflepuff,Salmão,Terra,Gato,Amarelo,8,3,4,8,7,9,1,2,6,9,4,5,8,7,7,6,4,3,8,2,10,7,3,5,10,10,6,3,9,9
Claire Nicholls-Evans,Feminino,Mestiço,Tratador(a) de Criaturas Mágicas,Gryffindor,Gato,Fogo,Mini-pufe,Vermelho,9,5,6,4,7,9,5,7,1,6,6,3,3,6,7,6,5,4,9,4,2,7,1,7,4,5,6,7,8,1
Jemma Ball,Não-Binário,Mestiço,Funcionário(a) do Ministério,Slytherin,Cervo,Água,Pomo,Verde,3,8,10,3,8,4,1,7,7,4,9,8,4,4,10,2,6,7,2,9,2,9,7,8,8,1,3,10,4,9
Gail Jones,Não-Binário,Nascido-Trouxa,Medibruxo(a),Hufflepuff,Fênix,Terra,Rato,Amarelo,6,2,3,8,4,9,4,1,9,10,3,2,8,6,10,7,1,5,1,10,9,10,6,3,3,10,9,5,8,7
Terry Dickinson,Não-Binário,Puro-Sangue,Inominável,Slytherin,Fênix,Terra,Furão,Verde,9,8,7,5,10,2,6,4,1,6,8,8,6,6,1,4,4,8,4,9,3,8,6,10,7,4,3,8,6,4
Geraldine Rhodes,Masculino,Nascido-Trouxa,Auror,Slytherin,Raposa,Água,Dragão (miniatura),Verde,6,8,1,4,10,3,6,9,7,9,9,9,4,5,7,3,7,9,4,8,3,1,9,10,7,2,1,7,10,4
Rosemary Griffiths,Feminino,Puro-Sangue,Funcionário(a) do Ministério,Slytherin,Gato,Água,Aranha,Prata,4,9,8,5,10,3,3,5,10,10,9,7,6,5,6,8,7,9,7,6,1,10,8,6,1,7,3,8,5,7
Edward Taylor-Riley,Não-Binário,Puro-Sangue,Professor(a),Slytherin,Urso,Água,Gato,Verde,6,8,5,5,9,4,6,7,8,3,9,9,2,3,9,5,2,8,7,7,1,8,7,6,3,1,1,10,7,10
Lindsey Pickering,Feminino,Nascido-Trouxa,Pesquisador(a),Gryffindor,Texugo,Fogo,Sapo,Vermelho,8,3,5,1,5,4,5,7,4,7,6,10,2,10,3,1,4,4,6,3,2,9,2,5,7,9,3,8,10,8
Dr Joe Kelly,Masculino,Mestiço,Professor(a),Ravenclaw,Serpente,Ar,Fênix,Azul,3,10,9,9,6,1,9,6,9,3,1,6,7,8,4,8,9,8,4,1,8,1,6,3,7,5,10,3,9,1
Jeffrey Taylor,Não-Binário,Nascido-Trouxa,Professor(a),Ravenclaw,Cavalo,Ar,Coruja,Azul,6,3,8,7,9,7,9,10,6,10,9,9,6,9,6,8,8,5,5,2,7,2,2,5,8,2,9,9,10,8
Dr Dylan Khan,Não-Binário,Mestiço,Desempregado(a),Slytherin,Lebre,Água,Gato,Verde,7,10,5,6,7,3,6,1,2,6,8,9,2,2,10,5,10,7,8,10,2,1,6,7,2,2,3,10,2,4
Joanne Hopkins,Feminino,Mestiço,Herbologista,Gryffindor,Indeterminado,Fogo,Sapo,Vermelho,10,5,8,4,8,6,6,8,1,8,8,2,4,10,10,9,5,3,10,10,7,8,2,5,4,7,7,6,8,6
Josh Fry-Long,Não-Binário,Mestiço,Tratador(a) de Criaturas Mágicas,Slytherin,Doninha,Água,Serpente,Prata,4,9,9,7,7,5,6,2,6,3,8,9,4,5,3,7,6,9,9,10,1,5,10,9,10,6,1,7,2,1
Mr Dominic George,Masculino,Nascido-Trouxa,Professor(a),Ravenclaw,Cervo,Ar,Fênix,Azul,5,6,10,5,1,2,8,5,7,9,6,9,7,6,5,10,10,9,2,10,9,3,1,4,9,1,5,5,10,8
Zoe King,Feminino,Nascido-Trouxa,Funcionário(a) do Ministério,Ravenclaw,Fênix,Ar,Coruja,Azul,6,7,8,7,9,6,10,4,9,9,4,8,3,2,3,8,8,9,5,3,7,6,9,5,8,8,4,3,9,4
Leon Coles-Hudson,Masculino,Mestiço,Fabricante de Varinhas,Ravenclaw,Texugo,Ar,Testrálio,Azul,6,8,8,3,10,6,9,6,6,10,1,9,5,7,6,10,8,7,1,2,10,10,4,3,7,8,3,9,10,10
Dr Tom Summers,Não-Binário,Puro-Sangue,Herbologista,Gryffindor,Gato,Ar,Serpente,Vermelho,7,5,5,5,6,2,5,8,4,9,8,8,1,10,10,4,2,3,9,5,9,7,3,7,8,5,6,3,4,4
Mr Clifford Davis,Masculino,Puro-Sangue,Medibruxo(a),Gryffindor,Águia,Ar,Mini-pufe,Vermelho,10,7,4,3,8,6,3,8,1,8,5,2,10,1,6,7,8,3,9,3,2,9,2,6,5,9,7,8,8,4
Charlotte Collier-Lamb,Masculino,Mestiço,Jogador(a) de Quadribol,Ravenclaw,Raposa,Ar,Serpente,Azul,6,9,9,8,7,5,7,2,6,8,7,6,6,3,6,9,9,8,5,7,1,1,9,9,7,2,7,5,8,9
Andrew Spencer,Masculino,Nascido-Trouxa,Herbologista,Gryffindor,Cervo,Fogo,Dragão (miniatura),Vermelho,8,3,6,3,8,8,3,10,2,8,5,9,8,7,8,10,3,6,10,5,4,6,5,7,8,7,4,2,6,2
Valerie Davis-Cox,Feminino,Mestiço,Curandeiro(a),Hufflepuff,Cavalo,Terra,Furão,Preto,4,1,9,8,5,8,3,1,5,10,2,2,10,4,9,5,7,5,3,10,8,8,3,3,3,9,10,3,7,9
